likes,screen_name,text,timestamp,tweet_id,user_id,username,city
26,ali_soheil,launched bmo ride conquer cancer thank adrianclang leadership theontarioride bmopictwittercom6ic6kgra6h,2020-03-04 18:02:00,1235264242263130112,2858030223,ali soheil,Toronto
2,ShaiDeLuca,im telling anything except familys cancer story disaster waiting game ended airlifting israel treatment canadian healthcare wouldnt cover lived stayed hed died,2020-03-04 06:47:37,1235094530229182464,93196250,shai deluca שי דלוקה,Toronto
2,GailYentaBeck,hcldr t1 interest wickipedia extensive list unproven disproven cancer treatments seems always new unusual treatments cancer emerging hope fuels,2020-03-04 01:51:44,1235020067550769152,512654831,dr gail beck,Toronto
5,mertonwa,congrats sunnybrook great people helped breast cancer heart issues depression amazing dealing 90 year old mothers trips emerg totally deserve,2020-03-06 23:33:37,1236072472145006592,26776939,laura davis,Toronto
0,oneikaxo_,cancers like,2020-03-06 19:16:29,1236007764587089920,942586038,𝔍𝔞𝔫𝔢 𝔟𝔞𝔟𝔶,Toronto
149,HumayunJamshed,protect fatal disease like cancer corona virus read last 4 ayats surah muminoon 23 surah 3 times morning 3 times evening,2020-03-06 16:20:04,1235963366046347264,1096312807,humayun jamshed,Toronto
2,ghlake,never used much moisturizer life handwashing mania dh cancer copd phobia middle name,2020-03-06 15:29:06,1235950543144615936,169051022,linda bowser,Toronto
3,TFFSchoolRuns,thanks staff students csfelementary support cancer research nlesdca makingadifference curecancerpictwittercoma7qduz6ynz,2020-03-06 15:15:41,1235947164351762432,837791189080289280,terryfoxschoolruns,Toronto
0,ghlake,dh cancer copd im concerned anybody immunocompromised health wash hands avoid crowds much u medical appts make hard though,2020-03-06 15:03:36,1235944123548553216,169051022,linda bowser,Toronto
1,marlawd,recent cancer patient w longstanding respiratory problems make kinds difficult frustrating decisions minimize attendance large groups going political leadership convention weekend reason coronavirus onpoli,2020-03-06 14:38:24,1235937783283437568,49687037,marla waltman,Toronto
13,ChildLifeMorgan,happy childlifemonth know get free childlife books talking kids breastcancer metastatic stage4 rethinktweet ive working rethink since 2004 helping support women families facing breast cancer pictwittercomdopxcqa4x1,2020-03-06 04:34:03,1235785692107730944,437928155,morgan livingstone,Toronto
5,mertonwa,congrats sunnybrook great people helped breast cancer heart issues depression amazing dealing 90 year old mothers trips emerg totally deserve,2020-03-06 23:33:37,1236072472145006592,26776939,laura davis,Toronto
0,oneikaxo_,cancers like,2020-03-06 19:16:29,1236007764587089920,942586038,𝔍𝔞𝔫𝔢 𝔟𝔞𝔟𝔶,Toronto
149,HumayunJamshed,protect fatal disease like cancer corona virus read last 4 ayats surah muminoon 23 surah 3 times morning 3 times evening,2020-03-06 16:20:04,1235963366046347264,1096312807,humayun jamshed,Toronto
2,ghlake,never used much moisturizer life handwashing mania dh cancer copd phobia middle name,2020-03-06 15:29:06,1235950543144615936,169051022,linda bowser,Toronto
3,TFFSchoolRuns,thanks staff students csfelementary support cancer research nlesdca makingadifference curecancerpictwittercoma7qduz6ynz,2020-03-06 15:15:41,1235947164351762432,837791189080289280,terryfoxschoolruns,Toronto
0,ghlake,dh cancer copd im concerned anybody immunocompromised health wash hands avoid crowds much u medical appts make hard though,2020-03-06 15:03:36,1235944123548553216,169051022,linda bowser,Toronto
1,marlawd,recent cancer patient w longstanding respiratory problems make kinds difficult frustrating decisions minimize attendance large groups going political leadership convention weekend reason coronavirus onpoli,2020-03-06 14:38:24,1235937783283437568,49687037,marla waltman,Toronto
13,ChildLifeMorgan,happy childlifemonth know get free childlife books talking kids breastcancer metastatic stage4 rethinktweet ive working rethink since 2004 helping support women families facing breast cancer pictwittercomdopxcqa4x1,2020-03-06 04:34:03,1235785692107730944,437928155,morgan livingstone,Toronto
10,BladderCancerCA,happy birthday fergdevins chair bladder cancer canada grateful continues support work today every day,2020-03-03 20:19:42,1234936508957757440,586098552,bladdercancercanada,Toronto
2,saveyourskinfdn,rounding rare disease day celebrations packed room patient advocates name rare skin cancer subtybes ocular melanoma merkel cell carcinoma thank cord shoutout save skin great partnership advocacy pictwittercomg3lsqyi99o queens park,2020-03-03 15:10:19,1234858648964411392,247076043,save skin fdn,Toronto
1,marlawd,youre right course difficult decision im basically housebound since early dec due cancer treatment bad virus im sick already plus ran delegate one giant disappointment go careful,2020-03-03 14:40:36,1234851174089678848,49687037,marla waltman,Toronto
4,marlawd,im supposed attend ontliberal leadership convention weekend alternate delegate im sure go age reactive lungs cancer 4 week old cough virus make prime candidate coronavirus disappointing frustrating onpoli,2020-03-03 14:10:21,1234843558009544704,49687037,marla waltman,Toronto
117,BruceChapman924,tough day personally today four years since lost strongest supporter loudest cheerleader best friend cancer mom miss thank loveyoumompictwittercomtwj06z0lfk,2020-03-03 13:17:49,1234830337072672768,3237024774,bruce chapman,Toronto
2,sfergs_,fact sailor moon cancer sending lmao shes literally,2020-03-03 04:34:28,1234698634727432192,991980552,zgmfx20a sf,Toronto
0,danwarren6,sorry lost celine lost parents cancer cancersucks,2020-03-03 03:08:15,1234676938104434688,616650660,dan man,Toronto
1,Kathy35720792,timhortons could tims please soon offer milk alternative almondsoy milk love ice coffee milk ive read even 12 cup day increases breast cancer 5080 women starbucks already offers,2020-03-03 02:46:13,1234671392727023616,1020798567928098816,kathy,Toronto
2,Markus4Ward2,alternative cancer treatment,2020-03-03 02:07:27,1234661633567277056,991386994826661888,markus de domenico trustee tcdsb ward 2 etobcentre,Toronto
0,johnndavis,20200302 camille bains cp cancer cases canada projected aging population grows lung cancer still deadliest form study lung breast colon prostate cancer expected account nearly half new cases 2020,2020-03-03 00:40:42,1234639806279405568,29905232,john n davis,Toronto
10,BladderCancerCA,happy birthday fergdevins chair bladder cancer canada grateful continues support work today every day,2020-03-03 20:19:42,1234936508957757440,586098552,bladdercancercanada,Toronto
2,saveyourskinfdn,rounding rare disease day celebrations packed room patient advocates name rare skin cancer subtybes ocular melanoma merkel cell carcinoma thank cord shoutout save skin great partnership advocacy pictwittercomg3lsqyi99o queens park,2020-03-03 15:10:19,1234858648964411392,247076043,save skin fdn,Toronto
1,marlawd,youre right course difficult decision im basically housebound since early dec due cancer treatment bad virus im sick already plus ran delegate one giant disappointment go careful,2020-03-03 14:40:36,1234851174089678848,49687037,marla waltman,Toronto
4,marlawd,im supposed attend ontliberal leadership convention weekend alternate delegate im sure go age reactive lungs cancer 4 week old cough virus make prime candidate coronavirus disappointing frustrating onpoli,2020-03-03 14:10:21,1234843558009544704,49687037,marla waltman,Toronto
117,BruceChapman924,tough day personally today four years since lost strongest supporter loudest cheerleader best friend cancer mom miss thank loveyoumompictwittercomtwj06z0lfk,2020-03-03 13:17:49,1234830337072672768,3237024774,bruce chapman,Toronto
2,sfergs_,fact sailor moon cancer sending lmao shes literally,2020-03-03 04:34:28,1234698634727432192,991980552,zgmfx20a sf,Toronto
0,danwarren6,sorry lost celine lost parents cancer cancersucks,2020-03-03 03:08:15,1234676938104434688,616650660,dan man,Toronto
1,Kathy35720792,timhortons could tims please soon offer milk alternative almondsoy milk love ice coffee milk ive read even 12 cup day increases breast cancer 5080 women starbucks already offers,2020-03-03 02:46:13,1234671392727023616,1020798567928098816,kathy,Toronto
2,Markus4Ward2,alternative cancer treatment,2020-03-03 02:07:27,1234661633567277056,991386994826661888,markus de domenico trustee tcdsb ward 2 etobcentre,Toronto
0,johnndavis,20200302 camille bains cp cancer cases canada projected aging population grows lung cancer still deadliest form study lung breast colon prostate cancer expected account nearly half new cases 2020,2020-03-03 00:40:42,1234639806279405568,29905232,john n davis,Toronto
10,LeishaRiddel,1 kid snuck machete school intent murder teacher bragged got expelled 2 someone succumbed cancer everyone knew loved 3 valedictorian killed,2020-03-05 23:13:54,1235705123646484480,92678156,leisha riddel,Toronto
1,redjane,always find type reports troubling seems imply help others cost effective cancer treatment cost effective,2020-03-05 22:44:18,1235697674386620416,18241782,jane roberts,Toronto
3,BladderCancerCA,woman looking exercise partner cancer journey activematch free online physical activity partnering system women canada diagnosed cancer info visit website pictwittercomgymrvxald4,2020-03-05 18:56:50,1235640431561539584,586098552,bladdercancercanada,Toronto
0,RoadsportHonda,proud support canadian cancer society wheels hope tandem honda canada foundation donation 10 honday odyssey minivans effort helps ease burden patients cancer face day roadsporthonda hondaodysseypictwittercom77uu62feuh,2020-03-05 17:52:02,1235624125626044416,701202325,roadsport nation,Toronto
0,LTKnS,amping issue cancer px lower risk however w cvd diabetes chronic respiratory illness eg copd asthma bronchitis cystic fibrosis high blood pressure coronaalert coronvirus patientnavigator healthcoach healthteam,2020-03-05 14:56:57,1235580064479285248,577576678,lynn tougas rkin,Toronto
6,tanialittle,cancer horrible another wonderful person sphere beginning fight life makes heart hurt much families sending healing thoughts energy family cf,2020-03-05 13:18:15,1235555224154181632,22403142,tania little cfre csrp sheher,Toronto
0,jmwensley,please put save pretty kitty pain cancer,2020-03-05 07:28:23,1235467176464863232,746383081779662848,matthew,Toronto
0,johnndavis,20200304 victoria ahearn cp alex trebek marks 1 year since stage 4 pancreatic cancer diagnosis moments great pain past year trivia show host admits,2020-03-05 05:10:24,1235432453122244608,29905232,john n davis,Toronto
74,GarethWheeler,never easy cancer patient count days wondering dreading feeling hopelessly awful alex right much personal fight persevere carry others support surround gives motivation win day day,2020-03-05 04:28:25,1235421884898070528,139910545,gareth wheeler,Toronto
0,susansibbert1,really rough watch would nothing hadnt fought cancer,2020-03-05 01:21:47,1235374917035724800,762400269548171264,suzeq,Toronto
1,MsMylesbmurray,cancer moon today emotions place wan na go bed early tonight,2020-03-05 01:03:26,1235370301585752064,1090108727640973312,msmyles,Toronto
10,LeishaRiddel,1 kid snuck machete school intent murder teacher bragged got expelled 2 someone succumbed cancer everyone knew loved 3 valedictorian killed,2020-03-05 23:13:54,1235705123646484480,92678156,leisha riddel,Toronto
1,redjane,always find type reports troubling seems imply help others cost effective cancer treatment cost effective,2020-03-05 22:44:18,1235697674386620416,18241782,jane roberts,Toronto
3,BladderCancerCA,woman looking exercise partner cancer journey activematch free online physical activity partnering system women canada diagnosed cancer info visit website pictwittercomgymrvxald4,2020-03-05 18:56:50,1235640431561539584,586098552,bladdercancercanada,Toronto
0,RoadsportHonda,proud support canadian cancer society wheels hope tandem honda canada foundation donation 10 honday odyssey minivans effort helps ease burden patients cancer face day roadsporthonda hondaodysseypictwittercom77uu62feuh,2020-03-05 17:52:02,1235624125626044416,701202325,roadsport nation,Toronto
0,LTKnS,amping issue cancer px lower risk however w cvd diabetes chronic respiratory illness eg copd asthma bronchitis cystic fibrosis high blood pressure coronaalert coronvirus patientnavigator healthcoach healthteam,2020-03-05 14:56:57,1235580064479285248,577576678,lynn tougas rkin,Toronto
6,tanialittle,cancer horrible another wonderful person sphere beginning fight life makes heart hurt much families sending healing thoughts energy family cf,2020-03-05 13:18:15,1235555224154181632,22403142,tania little cfre csrp sheher,Toronto
0,jmwensley,please put save pretty kitty pain cancer,2020-03-05 07:28:23,1235467176464863232,746383081779662848,matthew,Toronto
0,johnndavis,20200304 victoria ahearn cp alex trebek marks 1 year since stage 4 pancreatic cancer diagnosis moments great pain past year trivia show host admits,2020-03-05 05:10:24,1235432453122244608,29905232,john n davis,Toronto
74,GarethWheeler,never easy cancer patient count days wondering dreading feeling hopelessly awful alex right much personal fight persevere carry others support surround gives motivation win day day,2020-03-05 04:28:25,1235421884898070528,139910545,gareth wheeler,Toronto
0,susansibbert1,really rough watch would nothing hadnt fought cancer,2020-03-05 01:21:47,1235374917035724800,762400269548171264,suzeq,Toronto
1,MsMylesbmurray,cancer moon today emotions place wan na go bed early tonight,2020-03-05 01:03:26,1235370301585752064,1090108727640973312,msmyles,Toronto
1,gboladi,always shine light back canada problem surgery kind conducted id venture youd find thing something think cfmsfemc cmadocs nbmsac,2020-03-02 22:22:38,1234605059922632704,229135436,gb olarewaju,Toronto
1,ghlake,sis used depends days lung surgery hvg trouble getting toilet time shame planning ahead,2020-03-02 22:09:46,1234601822364540928,169051022,linda bowser,Toronto
11,ivanics_t,1st toronto liver cancer symposium honoring dr morris sherman amazing talks dr sapisochin role surgery intermediate hcc sapisochin uhntransplant uhnsurgery bclcgroup uhnpictwittercom5ncf46jzdr mars discovery district,2020-03-02 18:34:14,1234547580450664448,935283722273816576,tommy,Toronto
0,SpotlightMining,thats like suggesting dave pub knows surgery real dr watched greys anatomy professionals experience qualifications report honestly simply accept first story told every story 2 sides,2020-03-02 10:07:14,1234419988460711936,958887253316702208,spotlight mining,Toronto
0,leannababy241,ryanseacrest 46 live canada talent show supposed audition ended emergency surgery night need canadian idol,2020-03-02 02:13:27,1234300759082250240,700202279,susannah michelle,Toronto
1,gboladi,always shine light back canada problem surgery kind conducted id venture youd find thing something think cfmsfemc cmadocs nbmsac,2020-03-02 22:22:38,1234605059922632704,229135436,gb olarewaju,Toronto
1,ghlake,sis used depends days lung surgery hvg trouble getting toilet time shame planning ahead,2020-03-02 22:09:46,1234601822364540928,169051022,linda bowser,Toronto
11,ivanics_t,1st toronto liver cancer symposium honoring dr morris sherman amazing talks dr sapisochin role surgery intermediate hcc sapisochin uhntransplant uhnsurgery bclcgroup uhnpictwittercom5ncf46jzdr mars discovery district,2020-03-02 18:34:14,1234547580450664448,935283722273816576,tommy,Toronto
0,SpotlightMining,thats like suggesting dave pub knows surgery real dr watched greys anatomy professionals experience qualifications report honestly simply accept first story told every story 2 sides,2020-03-02 10:07:14,1234419988460711936,958887253316702208,spotlight mining,Toronto
0,leannababy241,ryanseacrest 46 live canada talent show supposed audition ended emergency surgery night need canadian idol,2020-03-02 02:13:27,1234300759082250240,700202279,susannah michelle,Toronto
0,sunitadoobay,jaywellons5 cried reading op piece blackhawk brain surgery bride thanks,2020-03-01 14:17:49,1234120662513594368,525636448,sunita doobay,Toronto
0,sunitadoobay,jaywellons5 cried reading op piece blackhawk brain surgery bride thanks,2020-03-01 14:17:49,1234120662513594368,525636448,sunita doobay,Toronto
1,AllenDavidov,congratulations incredible,2020-03-06 22:53:35,1236062398194343936,19777610,allen davidov hehim,Toronto
12,briana_pahalan,theres power outage work need keep surgery patient warm pictwittercomv9h3wqkivf,2020-03-06 12:47:43,1235909926905688064,382066610,bri cheese,Toronto
0,colinwhitworth,theres always surgery,2020-03-06 11:53:35,1235896305857241088,19217601,colin whitworth,Toronto
1,AllenDavidov,congratulations incredible,2020-03-06 22:53:35,1236062398194343936,19777610,allen davidov hehim,Toronto
12,briana_pahalan,theres power outage work need keep surgery patient warm pictwittercomv9h3wqkivf,2020-03-06 12:47:43,1235909926905688064,382066610,bri cheese,Toronto
0,colinwhitworth,theres always surgery,2020-03-06 11:53:35,1235896305857241088,19217601,colin whitworth,Toronto
0,ohmytinygee,wisdom teeth surgery pain ass ugh hurts,2020-03-03 23:29:21,1234984238014812160,171454174,call tiny,Toronto
1,Sol_dier7,hillssachs deformity torn labrum surgeon kinda 5050 whether needs surgery better leave choose ill definitely need rehab,2020-03-03 18:59:40,1234916368513933312,374834702,dan,Toronto
0,kevineproulx,stitches knee surgery doctor pleased physiotherapy referral mend pictwittercomceritre65o north york general hospital,2020-03-03 16:24:09,1234877232595816448,1167679248,kevin edward proulx,Toronto
9,DoctorAndySmith,science vision klotzlaurence colleagues helped save improve lives innumerable men families prostate surgery consider active surveillance,2020-03-03 14:38:10,1234850559301181440,344143982,andy smith,Toronto
0,GarrickTheDJ,fionagubelmann reznick mean last surgery tell youre leaving thegooddoctor gooddoctorabc gooddrwriters,2020-03-03 04:27:15,1234696817343897600,27358929,garrick dj,Toronto
1,kim51713067,agreed much surgery look ugly real,2020-03-03 01:28:13,1234651763975892992,1158022498484654080,kim,Toronto
1,kim51713067,way much surgery,2020-03-03 01:26:18,1234651281312096256,1158022498484654080,kim,Toronto
0,ohmytinygee,wisdom teeth surgery pain ass ugh hurts,2020-03-03 23:29:21,1234984238014812160,171454174,call tiny,Toronto
1,Sol_dier7,hillssachs deformity torn labrum surgeon kinda 5050 whether needs surgery better leave choose ill definitely need rehab,2020-03-03 18:59:40,1234916368513933312,374834702,dan,Toronto
0,kevineproulx,stitches knee surgery doctor pleased physiotherapy referral mend pictwittercomceritre65o north york general hospital,2020-03-03 16:24:09,1234877232595816448,1167679248,kevin edward proulx,Toronto
9,DoctorAndySmith,science vision klotzlaurence colleagues helped save improve lives innumerable men families prostate surgery consider active surveillance,2020-03-03 14:38:10,1234850559301181440,344143982,andy smith,Toronto
0,GarrickTheDJ,fionagubelmann reznick mean last surgery tell youre leaving thegooddoctor gooddoctorabc gooddrwriters,2020-03-03 04:27:15,1234696817343897600,27358929,garrick dj,Toronto
1,kim51713067,agreed much surgery look ugly real,2020-03-03 01:28:13,1234651763975892992,1158022498484654080,kim,Toronto
1,kim51713067,way much surgery,2020-03-03 01:26:18,1234651281312096256,1158022498484654080,kim,Toronto
76,leanne_losingit,surgery wls weightlossurgery changingmylife gastricbypasspictwittercombfdu3shxh4 humber river hospital,2020-03-04 20:05:47,1235295396697649152,493580400,leanne,Toronto
0,marlie116,home cataract surgery 2 look like crap heal pictwittercomepxxnp3h5s,2020-03-04 19:26:19,1235285462413172736,729676169205981184,christine castronaro,Toronto
0,RaptorHomer,mean considered hospitality industry seems air canada doesnt even care especially post back surgery procedure,2020-03-04 18:39:47,1235273751123693568,4196397208,pj presillas,Toronto
27,misskateTO,good afternoon everyone receiving third eye surgery week said next several days ill back available starting monday march 9th goes well pictwittercomci19qvyjxn,2020-03-04 16:46:43,1235245296193548288,973314407760412672,miss kate,Toronto
2,TonyChapman,randiraha listening jerryagar1010 newstalk1010 surgery balancing puppies coffee pictwittercomvilhuqwxq9,2020-03-04 14:39:23,1235213252612763648,20092562,tony chapman,Toronto
1,ShaiDeLuca,depending surgery,2020-03-04 05:40:24,1235077612231245824,93196250,shai deluca שי דלוקה,Toronto
76,leanne_losingit,surgery wls weightlossurgery changingmylife gastricbypasspictwittercombfdu3shxh4 humber river hospital,2020-03-04 20:05:47,1235295396697649152,493580400,leanne,Toronto
0,marlie116,home cataract surgery 2 look like crap heal pictwittercomepxxnp3h5s,2020-03-04 19:26:19,1235285462413172736,729676169205981184,christine castronaro,Toronto
0,RaptorHomer,mean considered hospitality industry seems air canada doesnt even care especially post back surgery procedure,2020-03-04 18:39:47,1235273751123693568,4196397208,pj presillas,Toronto
27,misskateTO,good afternoon everyone receiving third eye surgery week said next several days ill back available starting monday march 9th goes well pictwittercomci19qvyjxn,2020-03-04 16:46:43,1235245296193548288,973314407760412672,miss kate,Toronto
2,TonyChapman,randiraha listening jerryagar1010 newstalk1010 surgery balancing puppies coffee pictwittercomvilhuqwxq9,2020-03-04 14:39:23,1235213252612763648,20092562,tony chapman,Toronto
1,ShaiDeLuca,depending surgery,2020-03-04 05:40:24,1235077612231245824,93196250,shai deluca שי דלוקה,Toronto
3,ChildLifeMorgan,come hear keynote address western university innovation conference saturday morning childlife virtualreality preparation patients surgery opsmilecan douglas story 120 second tv version via youtube cleftlip cleftpalate,2020-03-05 22:53:55,1235700095703822336,437928155,morgan livingstone,Toronto
6,ChildLifeMorgan,come hear keynote address western university innovation conference saturday morning childlife virtualreality preparation patients surgery opsmilecan douglas story 120 second tv version via youtube cleftlip cleftpalate,2020-03-05 22:44:22,1235697691088146432,437928155,morgan livingstone,Toronto
0,diamondsharp416,performing surgery beautiful instruments dentalinstrumentsharpening sharpeningservice staysharp diamondsharp dentistry toronto canada,2020-03-05 22:11:52,1235689512027574272,1009626565280522240,diamondsharp,Toronto
0,pxlx02,hear given news january surgery early february met oncologist week chemo therapy radiation pills keep looking forward told,2020-03-05 19:30:59,1235649024822251520,2345269014,paul,Toronto
0,elanaharte,sometimes life like get listen whats going around waiting minor surgery lifeslikethat uber payattention inspiration followyourmuse michael garron hospital toronto east,2020-03-05 15:25:27,1235587233480085504,136058972,elana harte,Toronto
0,kimbelina79,leah perform little surgery morning doll whose head popped think doll creepylooking would love mysteriously disappear leah received baba,2020-03-05 14:44:34,1235576944609148928,9409982,kimberly,Toronto
2,HOLL0WSOUL,want nose n jaw surgery rn thnx,2020-03-05 13:14:37,1235554309107941376,1166592908184756224,hollow,Toronto
0,leanne_losingit,tell johnlegend come toronto make milkshake sans blender gastric bypass surgery 18 hours ago milkshake eat,2020-03-05 06:31:34,1235452877562433536,493580400,leanne,Toronto
1,xx_dougla,believe insurance cover lasik surgery,2020-03-05 04:52:19,1235427901891325952,65978971,dougla,Toronto
